Date,Close
12/08/2014,40.14
13/08/2014,40.11
14/08/2014,39.92
15/08/2014,39.47
18/08/2014,39.64
19/08/2014,39.26
20/08/2014,38.91
21/08/2014,37.42
22/08/2014,37.34
25/08/2014,36.48
26/08/2014,37.35
27/08/2014,37.16
28/08/2014,37.73
29/08/2014,38.28
2/09/2014,36.93
3/09/2014,36.37
4/09/2014,34.91
5/09/2014,34.94
8/09/2014,33.82
9/09/2014,34.38
10/09/2014,34.05
11/09/2014,34.42
12/09/2014,33.98
15/09/2014,34.23
16/09/2014,34.79
17/09/2014,33.87
18/09/2014,32.48
19/09/2014,31.07
22/09/2014,30.09
23/09/2014,30.58
24/09/2014,29.99
25/09/2014,30.17
26/09/2014,29.89
29/09/2014,29.7
30/09/2014,29.03
1/10/2014,29.26
2/10/2014,30.29
3/10/2014,28.05
6/10/2014,28.65
7/10/2014,27.97
8/10/2014,30.67
9/10/2014,29.51
10/10/2014,29.23
13/10/2014,29.98
14/10/2014,30.05
15/10/2014,30.83
16/10/2014,30.46
17/10/2014,28.72
20/10/2014,30.33
21/10/2014,30.31
22/10/2014,28.81
23/10/2014,29.24
24/10/2014,29.2
27/10/2014,28.66
28/10/2014,29.49
29/10/2014,28.08
30/10/2014,24.75
31/10/2014,23.5
3/11/2014,23.99
4/11/2014,23.01
5/11/2014,22.21
6/11/2014,23.12
7/11/2014,24.61
10/11/2014,23.01
11/11/2014,24.06
12/11/2014,23.76
13/11/2014,23.43
14/11/2014,25.11
17/11/2014,25.74
18/11/2014,26.88
19/11/2014,26.05
20/11/2014,26.91
21/11/2014,26.64
24/11/2014,25.94
25/11/2014,26.72
26/11/2014,25.99
28/11/2014,23.49
1/12/2014,25.11
2/12/2014,24.23
3/12/2014,25.28
4/12/2014,24.26
5/12/2014,23.71
8/12/2014,23.86
9/12/2014,25.65
10/12/2014,24.86
11/12/2014,24.53
12/12/2014,24.24
15/12/2014,22.2
16/12/2014,21.8
17/12/2014,23.13
18/12/2014,24.74
19/12/2014,24.92
22/12/2014,23.14
23/12/2014,23
24/12/2014,23.65
26/12/2014,24.35
29/12/2014,23.83
30/12/2014,25.05
31/12/2014,24.89
2/01/2015,27
5/01/2015,27.45
6/01/2015,29.03
7/01/2015,28.44
8/01/2015,28.01
9/01/2015,29.78
12/01/2015,30.82
13/01/2015,29.75
14/01/2015,29.43
15/01/2015,31.36
16/01/2015,32.72
20/01/2015,33.14
21/01/2015,32.67
22/01/2015,33.42
23/01/2015,32.56
